,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,annotator_ID
18,QID45,18,James was below the balloon . He watched it rise . What direction did he look in ?,E,upwards,5,"direction,did,he,look,in","13,14,15,16,17",52,Black/African American,Female,Very well,PASSED,0a006d16d9042e0c170935e5fbf7f9af,BO,Black/African American,>=38,210
19,QID47,19,"I saw the receptionist carelessly toss my resume into the drawer , where did I want it to end up ?",D,office desk,4,"into,the,drawer,where,did,I,want","9,10,11,13,14,15,16",52,Black/African American,Female,Very well,PASSED,0a5c069836784c3d574828d85a20a074,BO,Black/African American,>=38,210
20,QID49,20,"James was someone who was caught in his own delusions . To him , the truth did n't do what what ?",B,matter to,2,"caught,delusions","6,10",38,Black/African American,Male,Very well,PASSED,0b25bbd9e9aa976655e1975e31331709,BO,Black/African American,>=38,261
21,QID51,21,Where could you find a shark before it was caught ?,B,tomales bay,2,"Where,before,caught","1,7,10",38,Black/African American,Male,Very well,PASSED,0b30831fb1862bc62339bdf930cbc447,BO,Black/African American,>=38,261
22,QID53,22,Where would you put a dollar if you want to go to a store and buy something with it ?,D,pocket,4,buy,16.0,38,Black/African American,Male,Very well,PASSED,0b52cc905fff0ca69a45e6353d10e401,BO,Black/African American,>=38,261
23,QID55,23,A person would join a trade school for finding information related to what ?,D,degree,2,"trade,school,finding,information","6,7,9,10",38,Black/African American,Male,Very well,PASSED,0b5d0c3bafbe06dd5334c20cd8ea7fe2,BO,Black/African American,>=38,261
24,QID57,24,What could people do that involves talking ?,A,confession,1,"people,involves,talking","3,6,7",38,Black/African American,Male,Very well,PASSED,0bbb82c1dc4bfd3b0e0c409a0afd248b,BO,Black/African American,>=38,261
25,QID59,25,Jim decided to lose weight . He thought that exercise is the best way to lose weight because you ca n't get rid of what ?,A,need for food,1,"lose,weight,exercise,best,lose,weight","4,5,10,13,16,17",38,Black/African American,Male,Very well,PASSED,0bed77da54b6c54facd0ee6614aad72e,BO,Black/African American,>=38,261
26,QID61,26,What happens when to ice when it is in the sun ?,B,melted,2,"ice,sun","5,11",38,Black/African American,Male,Very well,PASSED,0bf4d64ad0eee7224acb3a4eb85accb2,BO,Black/African American,>=38,261
27,QID63,27,"He looked at the field of pumps , all slowing churning oil out of the what ?",D,ground,4,"field,pumps,churning,oil","5,7,11,12",38,Black/African American,Male,Very well,PASSED,0c1efb38e023ee9725486fbec4f2d797,BO,Black/African American,>=38,261
28,QID65,28,"The person signed up for home insurance , what is he seeking ?",A,financial security,1,"home,insurance","6,7",38,Black/African American,Male,Very well,PASSED,0c2fa15a02d0b6ca6707e98fac7589e4,BO,Black/African American,>=38,261
29,QID67,29,"James and Holly went dancing together . As they danced , he pressed himself against her what ?",B,moving body,2,"dancing,together,pressed,himself,against,her","5,6,13,14,15,16",38,Black/African American,Male,Very well,PASSED,0cba8ddda21e29c8c53482e131d741cd,BO,Black/African American,>=38,261
30,QID69,30,"He was n't the hugging type , even when he meet friend he 'd just do what ?",E,handshake,5,hugging,5.0,39,Black/African American,Female,Very well,PASSED,0df3f58645b4bc306093845fb297a50e,BO,Black/African American,>=38,369
31,QID71,31,"If you wanted a license to catch crabs , what government office would you go to ?",B,government submarine,4,crabs,8.0,39,Black/African American,Female,Very well,PASSED,0e5c7c0cec5b693e52f74f5f879d84fb,BO,Black/African American,>=38,369
32,QID73,32,What might someone believe in if they are cleaning clothes ?,B,sanitation,2,believe,4.0,39,Black/African American,Female,Very well,PASSED,0e80f2afe5c4f652e8720b52d7c06c87,BO,Black/African American,>=38,369
33,QID75,33,"Ficus can be planted in a yard to make summer more bearable , what sort of areas do they create ?",A,shady places,1,summer,10.0,39,Black/African American,Female,Very well,PASSED,0f0e339412f719a019bf373e6daf2530,BO,Black/African American,>=38,369
34,QID77,34,What animal has quills all over it ?,E,hedgehog,5,quills,4.0,39,Black/African American,Female,Very well,PASSED,0f2377604e628c55ba588366139396b9,BO,Black/African American,>=38,369
35,QID79,35,What is the opposite of an area of elevation ?,C,reduction,2,opposite,4.0,39,Black/African American,Female,Very well,PASSED,0f54a1ee30a0034a3d2db1bfdef9ca85,BO,Black/African American,>=38,369
36,QID81,36,Most items in retail stores are what even when they are on sale ?,A,overpriced,1,"stores,what","5,7",39,Black/African American,Female,Very well,PASSED,0f7419d25337e0a75503a015ae777905,BO,Black/African American,>=38,369
37,QID83,37,"Marathoners feel fatigued after running twenty six miles , but some that have pushed them self too hard might be prone to what ?",B,passing out,2,have,13.0,39,Black/African American,Female,Very well,PASSED,0f7425ecbe369bf41a230aab92d84132,BO,Black/African American,>=38,369
38,QID85,38,Printing on a printer can get expensive because it does what ?,B,use paper,2,expensive,7.0,39,Black/African American,Female,Very well,PASSED,0f79faf5337706f2e0e39c15bbd2e99a,BO,Black/African American,>=38,369
39,QID87,39,"She wanted to get in shape , but she could n't stay focused on the hour long what ?",C,work out,3,stay,12.0,39,Black/African American,Female,Very well,PASSED,1017807310a25d3ea4a4ec305e91cba3,BO,Black/African American,>=38,369
40,QID89,40,How would you express information to a deaf person ?,C,write down,3,?,10.0,45,Black/African American,Male,Very well,PASSED,114d310d1198abffaf8b88dab5a55aa7,BO,Black/African American,>=38,128
41,QID91,41,In the building where James worked there was a small mezzanine in the auditorium to make more space for seats . Where might James work ?,A,concert hall,3,small,10.0,45,Black/African American,Male,Very well,PASSED,1272e693cf9152e7ac71095c643676b5,BO,Black/African American,>=38,128
42,QID93,42,What will happen to someone if his or her spirits can not elevate ?,C,depress,3,"to,someone,his,or,her","4,5,7,8,9",45,Black/African American,Male,Very well,PASSED,129ec46cc2541b73198d774ee632c8d7,BO,Black/African American,>=38,128
43,QID95,43,What type of feeling is performing for the first time likely to produce ?,E,butterflies,2,"for,the,first,time","7,8,9,10",45,Black/African American,Male,Very well,PASSED,14309d9bd3c13d1c0efb625198f6304a,BO,Black/African American,>=38,128
44,QID97,44,"The painter started to edge the room with tape , he always took extra care to make the lines clean and crisp when working with an what ?",E,interior,5,"what,?","27,28",45,Black/African American,Male,Very well,PASSED,14d760e43728e9e4643c414627f2b596,BO,Black/African American,>=38,128
45,QID99,45,If a person is trying to keep something in their hand what should they do ?,E,have to hold,5,they,14.0,45,Black/African American,Male,Very well,PASSED,15798a23ee6952fedd6d202064069126,BO,Black/African American,>=38,128
46,QID101,46,What is a form of anaerobic exercising ?,E,lift weights,2,?,8.0,45,Black/African American,Male,Very well,PASSED,159d50e325b59c6d29ec371500e173b4,BO,Black/African American,>=38,128
47,QID103,47,Why are dogs often known as man 's best friend ?,C,very loyal,3,often,4.0,45,Black/African American,Male,Very well,PASSED,15b090801256085ad465e74af47cbee9,BO,Black/African American,>=38,128
48,QID105,48,Diving into backyard pools can be very dangerous and can lead to serious head and what ?,E,spinal injuries,5,"and,what,?","15,16,17",45,Black/African American,Male,Very well,PASSED,15c38f66e811d6ed68cde931bc31d93c,BO,Black/African American,>=38,128
49,QID107,49,"Where can you buy a magazine , paper or gum ?",D,newsstand,4,?,11.0,45,Black/African American,Male,Very well,PASSED,167d2cfa04bfaea0e0b5bac3598d5769,BO,Black/African American,>=38,128
50,QID109,50,What do you need to wear when hiking ?,C,shin splints,3,"wear,when,hiking","6,7,8",40,Black/African American,Female,Very well,PASSED,1729c737ff92cf558efecde2c6cafc5e,BO,Black/African American,>=38,345
51,QID109,50,What do you need to wear when hiking ?,C,shin splints,3,hiking,8,56,Black/African American,Male,Very well,PASSED,1729c737ff92cf558efecde2c6cafc5e,BO,Black/African American,>=38,110
52,QID111,51,"If a storey contained a panoramic view , what kind of structure would it be in ?",D,tall building,4,"storey,contained,panoramic,view,what,kind,of,structure,would,it,be,in","3,4,6,7,9,10,11,12,13,14,15,16",40,Black/African American,Female,Very well,PASSED,179fff4b5928e5ac3d3ae3e1db782547,BO,Black/African American,>=38,345
53,QID111,51,"If a storey contained a panoramic view , what kind of structure would it be in ?",D,storey book,2,storey,3,56,Black/African American,Male,Very well,PASSED,179fff4b5928e5ac3d3ae3e1db782547,BO,Black/African American,>=38,110
54,QID113,52,What could you be a few hours after you finish cashing in due to your cash ?,A,spending money,4,"few,hours,after,cashing,in,your,cash","6,7,8,11,12,15,16",40,Black/African American,Female,Very well,PASSED,1875f70cf736c68c7a9df3ef870224a1,BO,Black/African American,>=38,345
55,QID113,52,What could you be a few hours after you finish cashing in due to your cash ?,A,getting paid,3,"cashing,in,cash","11,12,16",56,Black/African American,Male,Very well,PASSED,1875f70cf736c68c7a9df3ef870224a1,BO,Black/African American,>=38,110
56,QID115,53,Who might wear dark glasses indoors ?,A,blind person,1,"wear,dark,glasses,indoors","3,4,5,6",40,Black/African American,Female,Very well,PASSED,18844d3aa4e52b331b5382c8244cf4db,BO,Black/African American,>=38,345
57,QID115,53,Who might wear dark glasses indoors ?,A,blind person,1,"dark,glasses,indoors","4,5,6",56,Black/African American,Male,Very well,PASSED,18844d3aa4e52b331b5382c8244cf4db,BO,Black/African American,>=38,110
58,QID117,54,Metal is taken from what which is pulled from the ground ?,C,ore,3,"Metal,taken,from,what,pulled,from,ground","1,3,4,5,8,9,11",40,Black/African American,Female,Very well,PASSED,18ee7a93410a6b4c9cec5d4894775991_1,BO,Black/African American,>=38,345
59,QID117,54,Metal is taken from what which is pulled from the ground ?,C,ore,3,Metal,1,56,Black/African American,Male,Very well,PASSED,18ee7a93410a6b4c9cec5d4894775991_1,BO,Black/African American,>=38,110
60,QID119,55,"Bob 's only light source was a small bulb . There were four walls , if there was a door he could n't see it . What was Bob in ?",A,closed room,1,"four,walls,a,door","13,14,19,20",40,Black/African American,Female,Very well,PASSED,191e3c676f05a11d6b2565d8c27d2001,BO,Black/African American,>=38,345
61,QID119,55,"Bob 's only light source was a small bulb . There were four walls , if there was a door he could n't see it . What was Bob in ?",A,closed room,1,"only,light,source,small,bulb,four,walls","3,4,5,8,9,13,14",56,Black/African American,Male,Very well,PASSED,191e3c676f05a11d6b2565d8c27d2001,BO,Black/African American,>=38,110
62,QID121,56,During a shark filled tornado where should you not be ?,E,outside,5,"shark,filled,tornado","3,4,5",40,Black/African American,Female,Very well,PASSED,194b66240f6fab75749c1e30ed09ea09,BO,Black/African American,>=38,345
63,QID121,56,During a shark filled tornado where should you not be ?,E,outside,5,"shark,filled,tornado","3,4,5",56,Black/African American,Male,Very well,PASSED,194b66240f6fab75749c1e30ed09ea09,BO,Black/African American,>=38,110
64,QID123,57,What type of store would have lots of sports equipment ?,D,sporting goods store,4,"store,lots,of,sports,equipment","4,7,8,9,10",40,Black/African American,Female,Very well,PASSED,19dfd55e967dacd6f5700a62c1e14eee,BO,Black/African American,>=38,345
65,QID123,57,What type of store would have lots of sports equipment ?,D,sporting goods store,4,"store,would,have,sports,equipment","4,5,6,9,10",56,Black/African American,Male,Very well,PASSED,19dfd55e967dacd6f5700a62c1e14eee,BO,Black/African American,>=38,110
66,QID125,58,What is it called when a person with mental illness is able to lead a relatively normal life ?,A,effectively treated,2,"person,with,mental,illness,is,able,to,lead,a,normal,life","7,8,9,10,11,12,13,14,15,17,18",56,Black/African American,Male,Very well,PASSED,1a4e83b433620cb2d7d806882f8d57e4,BO,Black/African American,>=38,110
67,QID125,58,What is it called when a person with mental illness is able to lead a relatively normal life ?,A,managed,1,"person,with,mental,illness,lead,relatively,normal,life","7,8,9,10,14,16,17,18",40,Black/African American,Female,Very well,PASSED,1a4e83b433620cb2d7d806882f8d57e4,BO,Black/African American,>=38,345
68,QID127,59,"You have to a lot of thinking while studying a new subject , but it is how you gain what ?",E,knowledge,5,"lot,of,studying,new,subject,is,how,you,gain,what","5,6,9,11,12,16,17,18,19,20",40,Black/African American,Female,Very well,PASSED,1a8fbab20bbdf0bbf3961894662d5f7c,BO,Black/African American,>=38,345
69,QID127,59,"You have to a lot of thinking while studying a new subject , but it is how you gain what ?",E,knowledge,5,"a,lot,of,thinking,while,studying","4,5,6,7,8,9",56,Black/African American,Male,Very well,PASSED,1a8fbab20bbdf0bbf3961894662d5f7c,BO,Black/African American,>=38,110
70,QID129,60,Where would one find a snake in a cage ?,D,pet store,4,cage,9.0,39,Black/African American,Female,Very well,PASSED,1ac54dbf6b67f27daa3d456416047584,BO,Black/African American,>=38,87
71,QID131,61,What would someone use a personal key for ?,C,own home,3,personal,6.0,39,Black/African American,Female,Very well,PASSED,1b3d286458a7e7f069222de0376d06da,BO,Black/African American,>=38,87
72,QID133,62,What do you do when you 're in a new place and want to see new things ?,B,look around,2,"new,new","10,16",39,Black/African American,Female,Very well,PASSED,1caf93d6a22dc8190e19c14bbe1fafda,BO,Black/African American,>=38,87
73,QID135,63,"He was trying to procreate with many individuals , this led to a what ?",D,std,4,"procreate,many","5,7",39,Black/African American,Female,Very well,PASSED,1cd94405124031e8681cd12bd25e2d61,BO,Black/African American,>=38,87
74,QID137,64,What could happen if someone is seeing new presents at a birthday party ?,E,excitement,5,"presents,birthday,party","9,12,13",39,Black/African American,Female,Very well,PASSED,1e09c3136a743b862e783700b7667028,BO,Black/African American,>=38,87
75,QID139,65,What would you put coins into to make it work ?,B,water fountain,2,coins,5.0,39,Black/African American,Female,Very well,PASSED,1e939cc6fef999953d692b57caab254b,BO,Black/African American,>=38,87
76,QID141,66,Where would you borrow furniture if you do not have any ?,B,neighbor 's house,2,"borrow,furniture","4,5",39,Black/African American,Female,Very well,PASSED,1ef68db97654f30cd3701b942fadc934,BO,Black/African American,>=38,87
77,QID143,67,"Steve thought that it was possible , but he agreed that it was what ?",C,unlikely,3,"thought,possible","2,6",39,Black/African American,Female,Very well,PASSED,1f492f556fae64f72ce36b6caa242dd0,BO,Black/African American,>=38,87
78,QID145,68,"The man acted ridiculous at the funeral , what attitude should he have taken ?",C,solemn,3,funeral,7.0,39,Black/African American,Female,Very well,PASSED,1fcc547e4e6813afc1a66717248d6c62,BO,Black/African American,>=38,87
79,QID147,69,What are cats often known for ?,E,purr,3,cats,3.0,39,Black/African American,Female,Very well,PASSED,1fe90a4aee405e1aa2279442d28803ae,BO,Black/African American,>=38,87
80,QID149,70,In what kind of environment does an anemone live ?,D,sea water,4,"In,what,kind,of,environment,live","1,2,3,4,5,9",47,Black/African American,Female,Very well,PASSED,20a3bb788cf408d9a3e25e610fe60905,BO,Black/African American,>=38,216
81,QID151,71,"If you really wanted a grape , where would you go to get it ?",B,fruit stand,2,"where,would,you,go,get,it","8,9,10,11,13,14",47,Black/African American,Female,Very well,PASSED,21ce6f7c5c3d1ad8cf234988c1ad471f,BO,Black/African American,>=38,216
82,QID153,72,"The cat carefully navigated the area , they do everything they can to avoid what ?",A,falling,3,"carefully,navigated,the,area,everything,to,avoid,?","3,4,5,6,10,13,14,16",47,Black/African American,Female,Very well,PASSED,21e312c7fd1a52341ce35b66457eab36,BO,Black/African American,>=38,216
83,QID155,73,Where is one likely to find a brownstone ?,A,new york city,1,"to,find,a,brownstone","5,6,7,8",47,Black/African American,Female,Very well,PASSED,21fb76bd8349628b441c76f47c33e77b,BO,Black/African American,>=38,216
84,QID157,74,What are you getting from you boss at the end of the week ?,B,money,2,"end,of,the,week","10,11,12,13",47,Black/African American,Female,Very well,PASSED,225287e06c993feee34e0f06b25f6ba8,BO,Black/African American,>=38,216
85,QID159,75,Where do most people turn to get information on their phones ?,D,google,4,"information,on,their,phones","8,9,10,11",47,Black/African American,Female,Very well,PASSED,236691d38665d7bcdd0c9b9834252a51,BO,Black/African American,>=38,216
86,QID161,76,What do professors primarily do ?,E,teach courses,5,"professors,primarily,do","3,4,5",47,Black/African American,Female,Very well,PASSED,23d97480fe45bace231503f8fc367a5b,BO,Black/African American,>=38,216
87,QID163,77,"I 'm having some food at my party , what will I need to serve it ?",E,spoon,5,"what,will,I,need,to,serve,it","10,11,12,13,14,15,16",47,Black/African American,Female,Very well,PASSED,24ceaf5c10863e73919b5f1b0f2db38e,BO,Black/African American,>=38,216
88,QID165,78,To see new films you must ?,B,go to movies,2,"see,new,films","2,3,4",47,Black/African American,Female,Very well,PASSED,2509fdd7d94afe9d0c021654ce0ba93f,BO,Black/African American,>=38,216
89,QID167,79,What could you use to fill a cup and then drink from it ?,D,water fountain,4,"use,to,fill,a,cup","4,5,6,7,8",47,Black/African American,Female,Very well,PASSED,25136807f7b2e78b115698daa1677b4a,BO,Black/African American,>=38,216
90,QID169,80,"She loved spending money at the thrift store on knickknacks , this resulted in a lot of what on every shelf in her house ?",B,clutter,2,"this,resulted","12,13",40,Black/African American,Female,Very well,PASSED,2632ff6c9b781d3aa74e8dd36b990871,BO,Black/African American,>=38,213
91,QID171,81,What would you need if you want to smoke ?,D,cigarette,4,would,2.0,40,Black/African American,Female,Very well,PASSED,26bd85f05d29863ed777a4f1a4b8fa63,BO,Black/African American,>=38,213
92,QID173,82,Why do people who are dying receive social security payments ?,D,unable to work,4,dying,6.0,40,Black/African American,Female,Very well,PASSED,26c8a7165d0ed7250b9328f90d83ba83,BO,Black/African American,>=38,213
93,QID175,83,"The man tried to reply to the woman , but he had difficulty keeping track of conversations that he did n't do what to ?",A,answer,4,"but,he,had,that,he,did,n't,do,what,to,?","10,11,12,18,19,20,21,22,23,24,25",40,Black/African American,Female,Very well,PASSED,26ce83b8e9a263079aa8cdbd5258d667,BO,Black/African American,>=38,213
94,QID177,84,Where might you see a green field while driving ?,D,meadow,2,might,2.0,40,Black/African American,Female,Very well,PASSED,26d7d59ef7b9f2e0c2d47419fa5bca91,BO,Black/African American,>=38,213
95,QID179,85,What can disease destroy ?,C,human body,3,What,1.0,40,Black/African American,Female,Very well,PASSED,2729d8502208c25d8e9293cd4e8ecbb5,BO,Black/African American,>=38,213
96,QID181,86,Where could you find hundreds of thousands of home ?,D,neighborhood,2,"hundreds,of,thousands,of","5,6,7,8",40,Black/African American,Female,Very well,PASSED,273d0134e8ce53d4ebcf41ca7fde02af,BO,Black/African American,>=38,213
97,QID183,87,When you need to rest it 's often because you have been doing what ?,E,using energy,5,"doing,what,?","13,14,15",40,Black/African American,Female,Very well,PASSED,275c859994f7d3acd3c8863be591ab2c,BO,Black/African American,>=38,213
98,QID185,88,Where would you put a plate immediately after eating from it ?,D,dishwasher,4,"from,it","10,11",40,Black/African American,Female,Very well,PASSED,28357ebf85f8bb82b6a3210c4397e0aa,BO,Black/African American,>=38,213
99,QID187,89,Where is a lake likely to be glacial ?,D,mountains,4,is,2.0,40,Black/African American,Female,Very well,PASSED,2982d0eae1bf880f5930341af7665716,BO,Black/African American,>=38,213
100,QID189,90,"A potato is kept in the cellar , where is likely to be stored ?",D,pantry,3,"potato,cellar,where,likely,stored","2,7,9,11,14",41,Black/African American,Male,Very well,PASSED,29c2cc0ba85b4afb9c9d29801469a68f,BO,Black/African American,>=38,365
101,QID191,91,The old style pop ups literally let you see the story when you did what ?,C,open book,3,"old,pop,ups,see,story","2,4,5,9,11",41,Black/African American,Male,Very well,PASSED,2a0e82bbf1471290c93c8f2a11af197f,BO,Black/African American,>=38,365
102,QID193,92,How is riding a bike getting it to move ?,E,pedalling,5,"riding,bike,getting,to,move","3,5,6,8,9",41,Black/African American,Male,Very well,PASSED,2a21820a135e1a49883525c055c74a0b,BO,Black/African American,>=38,365
103,QID195,93,What could happen to you after you are cleaning house for a long time ?,D,exhaustion,4,"What,happen,after,cleaning,long,time","1,3,6,9,13,14",41,Black/African American,Male,Very well,PASSED,2adbb4fc0d5249dc411dda433f378591,BO,Black/African American,>=38,365
104,QID197,94,"At the new comic store he found himself making friends , it was nice to meet people with what ?",D,common interests,4,"At,the,comic,store,making,friends,meet,people,with","1,2,4,5,9,10,16,17,18",41,Black/African American,Male,Very well,PASSED,2b416120e2fbd84b44b5dcd4eb42ed5c,BO,Black/African American,>=38,365
105,QID199,95,Where can one obtain a bass fiddle ?,E,music store,5,"Where,can,obtain,bass,fiddle","1,2,4,6,7",41,Black/African American,Male,Very well,PASSED,2b7dd91da5dde1560ace2cd82af926de,BO,Black/African American,>=38,365
106,QID201,96,Who is the guard here for ?,D,prisoner,4,"Who,guard,here,for","1,4,5,6",41,Black/African American,Male,Very well,PASSED,2b9b625c788584b8d41f1a74d740e126,BO,Black/African American,>=38,365
107,QID203,97,"They children loved having a back yard , and the parents loved that it was a safe what ?",B,neighborhood,2,"children,loved,back,yard,parents,loved,it,was,safe","2,3,6,7,11,12,14,15,17",41,Black/African American,Male,Very well,PASSED,2c9f4a98ce774cd734b6e384d95051a7,BO,Black/African American,>=38,365
108,QID205,98,What type of geographic area will you find a marmot ?,A,mountainous area,1,"What,geographic,area,find,a,marmot","1,4,5,8,9,10",41,Black/African American,Male,Very well,PASSED,2d2b69ad187b7c40273ab13caab7dc19,BO,Black/African American,>=38,365
109,QID207,99,"The man laid on the soft moss and looked up at the trees , where was the man ?",B,forest,2,"man,laid,on,moss,looked,up,trees","2,3,4,7,9,10,13",41,Black/African American,Male,Very well,PASSED,2d3c9d3dff1a7a8253180cb3de1ceeea,BO,Black/African American,>=38,365
110,QID209,100,"If you take the risk buying a used car , you still hope it can what ?",E,last several years,5,what,16.0,45,Black/African American,Female,Very well,PASSED,2dd138a63b5895cf737ced793cc668e7,BO,Black/African American,>=38,18
111,QID211,101,Sally was afraid of danger and always double checked what ?,D,safety,4,what,10.0,45,Black/African American,Female,Very well,PASSED,2ef2ae21a2d3a9ecbd5c45ff378d10e3,BO,Black/African American,>=38,18
112,QID213,102,"Playing baseball is a lot like any other sport , there is always a risk of what ?",D,injury,4,what,17.0,45,Black/African American,Female,Very well,PASSED,2f0931adc3d0d422d9ab6264395e89d8,BO,Black/African American,>=38,18
113,QID215,103,Where would you be concerned about finding a cavity ?,E,teeth,5,?,10.0,45,Black/African American,Female,Very well,PASSED,2f1680da0d388a8453150ff3637e4689,BO,Black/African American,>=38,18
114,QID217,104,"The man tried to break the glass in order to make his escape in time , but he could not . The person in the cat , trying to kill him , did what ?",A,accelerate,1,"The,person,in,the,cat,trying,to,kill,him,did,what,?","22,23,24,25,26,28,29,30,31,33,34,35",45,Black/African American,Female,Very well,PASSED,2f85d53721ccc8b3fa4cfc184186d124,BO,Black/African American,>=38,18
115,QID219,105,What does someone do to relax at night ?,D,go to bed,4,?,9.0,45,Black/African American,Female,Very well,PASSED,300bd7704ae8c5fcef618902f18fd01d,BO,Black/African American,>=38,18
116,QID221,106,"I could n't find anybody who recalled the event , what were they adroit at doing ?",E,act innocent,4,"what,were,they,adroit,at,doing,?","11,12,13,14,15,16,17",45,Black/African American,Female,Very well,PASSED,30138608d4934a75cf0911a06b021374,BO,Black/African American,>=38,18
117,QID223,107,"Jan tested the current , and noticed that it was high . He thought that the wires might have too much what ?",D,resistance,4,"what,?","22,23",45,Black/African American,Female,Very well,PASSED,30e66db11e0257a14a17108b90cd69fb,BO,Black/African American,>=38,18
118,QID225,108,What type of non - vegetarian soup is one likely to find a potato ?,C,beef stew,1,?,15.0,45,Black/African American,Female,Very well,PASSED,313d033c33ec475e04e628f87c5686bd,BO,Black/African American,>=38,18
119,QID227,109,Where is a likely place to store unused soap ?,A,cabinet,1,?,10.0,45,Black/African American,Female,Very well,PASSED,31487ab8b1e8f12e252590cc58bd19c2,BO,Black/African American,>=38,18
120,QID229,110,Where is the control room that controls a PWR located ?,E,nuclear power plant,5,"PWR,located","9,10",49,African,Female,Very well,PASSED,315baf79f8dd3673f67a90de0758240e,BO,Black/African American,>=38,342
