xai,model,contrastive,class,word,gender
gi,gpt2-small,False,psychologist,men,m
gi,gpt2-small,False,physician,ms.,f
gi,gpt2-small,False,physician,ms.,f
gi,gpt2-small,False,physician,his,m
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,physician,mr.,m
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,surgeon,she,f
gi,gpt2-small,False,nurse,ms.,f
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,physician,her,f
gi,gpt2-small,False,dentist,bachelor,m
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,nurse,indiana,m
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,psychologist,ms.,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,surgeon,male,m
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,surgeon,his,m
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,physician,she,f
gi,gpt2-small,False,psychologist,his,m
gi,gpt2-small,False,physician,his,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,physician,she,f
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,nurse,herself,f
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,physician,she,f
gi,gpt2-small,False,surgeon,her,f
gi,gpt2-small,False,surgeon,she,f
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,dentist,he,m
gi,gpt2-small,False,physician,ms.,f
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,nurse,mrs.,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,psychologist,ms.,f
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,physician,mrs.,f
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,physician,she,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,surgeon,his,m
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,physician,she,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,surgeon,his,m
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,physician,she,f
gi,gpt2-small,False,surgeon,his,m
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,surgeon,his,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,nurse,son,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,psychologist,mrs.,f
gi,gpt2-small,False,surgeon,town,m
gi,gpt2-small,False,surgeon,town,m
gi,gpt2-small,False,psychologist,his,m
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,physician,she,f
gi,gpt2-small,False,physician,her,f
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,nurse,women,f
gi,gpt2-small,False,surgeon,female,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,surgeon,his,m
gi,gpt2-small,False,physician,she,f
gi,gpt2-small,False,surgeon,his,m
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,psychologist,his,m
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,physician,her,f
gi,gpt2-small,False,psychologist,his,m
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,dentist,his,m
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,nurse,ms.,f
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,physician,mr.,m
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,physician,mr.,m
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,surgeon,his,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,psychologist,ms.,f
gi,gpt2-small,False,physician,she,f
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,physician,she,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,surgeon,his,m
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,physician,her,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,psychologist,man,m
gi,gpt2-small,False,physician,mrs.,f
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,physician,ms.,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,nurse,women,f
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,dentist,he,m
gi,gpt2-small,False,physician,mr.,m
gi,gpt2-small,False,nurse,herself,f
gi,gpt2-small,False,nurse,midwife,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,nurse,deaconess,f
gi,gpt2-small,False,physician,mr.,m
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,nurse,ms.,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,dentist,her,f
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,nurse,mrs.,f
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,physician,mr.,m
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,surgeon,his,m
gi,gpt2-small,False,physician,she,f
gi,gpt2-small,False,dentist,he,m
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,physician,mr.,m
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,surgeon,bachelor,m
gi,gpt2-small,False,surgeon,bachelor,m
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,psychologist,women,f
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,psychologist,ms.,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,nurse,ms.,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,nurse,women,f
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,physician,she,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,nurse,ms.,f
gi,gpt2-small,False,physician,his,m
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,surgeon,his,m
gi,gpt2-small,False,surgeon,his,m
gi,gpt2-small,False,nurse,mr.,m
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,surgeon,she,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,dentist,mr.,m
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,physician,she,f
gi,gpt2-small,False,physician,mr.,m
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,psychologist,her,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,psychologist,wife,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,psychologist,he,m
gi,gpt2-small,False,dentist,she,f
gi,gpt2-small,False,nurse,ms.,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,psychologist,husband,m
gi,gpt2-small,False,physician,he,m
gi,gpt2-small,False,physician,her,f
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,physician,mrs.,f
gi,gpt2-small,False,nurse,her,f
gi,gpt2-small,False,physician,mr.,m
gi,gpt2-small,False,surgeon,he,m
gi,gpt2-small,False,psychologist,hers,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,dentist,he,m
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,False,psychologist,she,f
gi,gpt2-small,False,nurse,she,f
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,dentist,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,dentist,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,physician,her,f
gi,gpt2-small,True,psychologist,his,m
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,dentist,she,f
gi,gpt2-small,True,nurse,ms.,f
gi,gpt2-small,True,nurse,ms.,f
gi,gpt2-small,True,physician,mrs.,f
gi,gpt2-small,True,dentist,she,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,dentist,she,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,physician,her,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,surgeon,his,m
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,dentist,bachelor,m
gi,gpt2-small,True,physician,he,m
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,surgeon,his,m
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,psychologist,his,m
gi,gpt2-small,True,dentist,she,f
gi,gpt2-small,True,nurse,women,f
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,surgeon,his,m
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,physician,her,f
gi,gpt2-small,True,physician,he,m
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,psychologist,men,m
gi,gpt2-small,True,dentist,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,physician,he,m
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,psychologist,ms.,f
gi,gpt2-small,True,nurse,donna,f
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,nurse,he,m
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,dentist,she,f
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,physician,her,f
gi,gpt2-small,True,dentist,he,m
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,psychologist,his,m
gi,gpt2-small,True,physician,his,m
gi,gpt2-small,True,dentist,thane,m
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,dentist,he,m
gi,gpt2-small,True,nurse,husband,m
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,nurse,mrs.,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,physician,he,m
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,physician,he,m
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,physician,her,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,dentist,she,f
gi,gpt2-small,True,dentist,he,m
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,dentist,he,m
gi,gpt2-small,True,physician,he,m
gi,gpt2-small,True,physician,he,m
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,psychologist,ms.,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,physician,her,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,dentist,she,f
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,dentist,she,f
gi,gpt2-small,True,surgeon,his,m
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,surgeon,she,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,surgeon,his,m
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,surgeon,his,m
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,surgeon,his,m
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,psychologist,ms.,f
gi,gpt2-small,True,nurse,women,f
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,dentist,she,f
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,psychologist,mrs.,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,surgeon,town,m
gi,gpt2-small,True,psychologist,his,m
gi,gpt2-small,True,dentist,her,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,physician,her,f
gi,gpt2-small,True,surgeon,female,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,physician,her,f
gi,gpt2-small,True,physician,her,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,nurse,husband,m
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,physician,he,m
gi,gpt2-small,True,nurse,ms.,f
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,surgeon,his,m
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,psychologist,ms.,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,surgeon,his,m
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,physician,her,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,psychologist,man,m
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,physician,mrs.,f
gi,gpt2-small,True,physician,mrs.,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,nurse,women,f
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,physician,her,f
gi,gpt2-small,True,dentist,he,m
gi,gpt2-small,True,physician,mr.,m
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,nurse,deaconess,f
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,nurse,husband,m
gi,gpt2-small,True,psychologist,ms.,f
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,surgeon,he,m
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,dentist,her,f
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,nurse,her,f
gi,gpt2-small,True,nurse,mrs.,f
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,physician,he,m
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,physician,he,m
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,dentist,he,m
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,physician,she,f
gi,gpt2-small,True,dentist,she,f
gi,gpt2-small,True,physician,he,m
gi,gpt2-small,True,dentist,he,m
gi,gpt2-small,True,physician,mr.,m
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,psychologist,he,m
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,surgeon,his,m
gi,gpt2-small,True,psychologist,she,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,dentist,she,f
gi,gpt2-small,True,psychologist,women,f
gi,gpt2-small,True,psychologist,her,f
gi,gpt2-small,True,psychologist,ms.,f
gi,gpt2-small,True,nurse,she,f
gi,gpt2-small,True,nurse,ms.,f
